,anio,cesareas,establecimiento_nombre,establecimiento_dependencia,establecimiento_region_sanitaria,establecimiento_municipio_id,establecimiento_municipio_nombre,partos,latitud,longitud
218,2017,222,Hospital Municipal Doctor Pedro M. Romanazzi,municipal,II,60231,Daireaux,296,-36.6405459243249,-61.891417127905
219,2015,210,Hospital Doctor Pedro M. Romanazzi,municipal,II,60231,Daireaux,311,-36.6405459243249,-61.891417127905
220,2016,198,Hospital Doctor Pedro M. Romanazzi,Municipal,II,60231,Daireaux,265,-36.6405459243249,-61.891417127905
221,2015,0,Hospital Municipal Salazar,municipal,II,60231,Daireaux,0,-36.6405459243249,-61.891417127905
222,2014,115,Unidad Hospitalaria San Roque,municipal,XI,60238,Dolores,199,-36.3986615535861,-57.6326112996265
223,2016,159,Unidad Hospitalaria San Roque,Municipal,XI,60238,Dolores,233,-36.3986615535861,-57.6326112996265
224,2015,143,Unidad Hospitalaria San Roque,municipal,XI,60238,Dolores,204,-36.3986615535861,-57.6326112996265
225,2017,118,Unidad Hospitalaria San Roque,municipal,XI,60238,Dolores,175,-36.3986615535861,-57.6326112996265
226,2015,261,Hospital Zonal General de Ag. Cestino,provincial,XI,60245,Ensenada,537,-34.8422541243278,-57.9789322374943
227,2014,205,Hospital Zonal General de Ag. Cestino,provincial,XI,60245,Ensenada,526,-34.8422541243278,-57.9789322374943
228,2014,0,Hospital Zonal General de Ag. Cestino,municipal,XI,60245,Ensenada,0,-34.8422541243278,-57.9789322374943
229,2017,189,Hospital Zonal General de Agudos Doctor H. Cestino,Provincial,XI,60245,Ensenada,394,-34.8422541243278,-57.9789322374943
230,2016,179,Hospital Zonal General de Ag. Cestino,Provincial,XI,60245,Ensenada,441,-34.8422541243278,-57.9789322374943
231,2015,0,Hospital Zonal General de Ag. Cestino,municipal,XI,60245,Ensenada,0,-34.8422541243278,-57.9789322374943
232,2015,835,Hospital Zonal General de Ag. Doctor E. Erill,provincial,V,60252,Escobar,2547,-34.328718150088,-58.7711281467366
233,2016,661,Hospital Zonal General de Ag. Doctor E. Erill,Provincial,V,60252,Escobar,2235,-34.328718150088,-58.7711281467366
234,2017,551,Hospital Zonal General de Ag. Doctor E. Erill,Provincial,V,60252,Escobar,2027,-34.328718150088,-58.7711281467366
235,2014,846,Hospital Zonal General de Ag. Doctor E. Erill,provincial,V,60252,Escobar,2574,-34.328718150088,-58.7711281467366
236,2014,0,Unidad Sanitaria Juan Selles,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
237,2014,0,Centro de Salud Doctor Resio Garin,municipal,V,60252,Escobar,3,-34.328718150088,-58.7711281467366
238,2014,0,Centro de Salud Loma Verde,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
239,2014,0,Centro de Salud A. Torres,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
240,2014,0,Centro de Salud Cnel. Dorrego,municipal,V,60252,Escobar,1,-34.328718150088,-58.7711281467366
241,2014,0,Centro de Salud Alfredo Vilar,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
242,2014,0,CAPS Eva Perón,municipal,V,60252,Escobar,1,-34.328718150088,-58.7711281467366
243,2014,0,Centro de Salud H. Canesi,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
244,2014,0,Sala de Prim Aux. Ing. Maschwitz,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
245,2015,0,Unidad Sanitaria Juan Selles,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
246,2015,0,Centro de Salud Doctor Resio Garin,municipal,V,60252,Escobar,3,-34.328718150088,-58.7711281467366
247,2015,0,Centro de Salud Loma Verde,municipal,V,60252,Escobar,1,-34.328718150088,-58.7711281467366
248,2015,0,Centro de Salud A. Torres,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
249,2015,0,Centro de Salud Cnel. Dorrego,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
250,2015,0,Centro de Salud Alfredo Vilar,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
251,2015,0,CAPS Eva Perón,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
252,2015,0,Centro de Salud H. Canesi,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
253,2015,0,Sala de Prim Aux. Ing. Maschwitz,municipal,V,60252,Escobar,0,-34.328718150088,-58.7711281467366
254,2016,0,Centro de Salud Doctor Resio Garin,Municipal,V,60252,Escobar,2,-34.328718150088,-58.7711281467366
255,2017,0,C.A.P.S. Doctor L. Resio ,municipal,V,60252,Escobar,3,-34.328718150088,-58.7711281467366
256,2017,0,Centro de Salud Cnel. Dorrego ,municipal,V,60252,Escobar,2,-34.328718150088,-58.7711281467366
257,2017,695,Policlínico S. T. Santamarina,municipal,VI,60260,Esteban Echeverría,2382,-34.8312099703342,-58.476969025414
258,2015,685,Polic. S. T. Santamarina,municipal,VI,60260,Esteban Echeverría,2365,-34.8312099703342,-58.476969025414
259,2016,567,Polic. S. T. Santamarina,Municipal,VI,60260,Esteban Echeverría,1963,-34.8312099703342,-58.476969025414
260,2014,615,Polic. S. T. Santamarina,municipal,VI,60260,Esteban Echeverría,2452,-34.8312099703342,-58.476969025414
261,2015,261,Hospital Municipal San José,municipal,V,60266,Exaltación de la Cruz,481,-34.2951491690699,-59.1559117007684
262,2016,241,Hospital Municipal San José,Municipal,V,60266,Exaltación de la Cruz,440,-34.2951491690699,-59.1559117007684
263,2017,236,Hospital Municipal San José,municipal,V,60266,Exaltación de La Cruz,412,,
264,2014,261,Hospital Municipal San José,municipal,V,60266,Exaltación de la Cruz,495,-34.2951491690699,-59.1559117007684
265,2015,782,Hospital Zonal General de Ag. Doctor A. Eurnekian,provincial,VI,60270,Ezeiza,2733,-34.8758213531443,-58.5648395364287
266,2016,697,Hospital Interzonal General Agudos Eurnekian,Provincial,VI,60270,Ezeiza,2529,-34.8758213531443,-58.5648395364287
267,2017,523,Hospital Interzonal General Agudos Eurnekian,Provincial,VI,60270,Ezeiza,1974,-34.8758213531443,-58.5648395364287
268,2014,810,Hospital Zonal General de Ag. Doctor A. Eurnekian,provincial,VI,60270,Ezeiza,3186,-34.8758213531443,-58.5648395364287
269,2014,0,Hospital Zonal General de Ag. Madre T. de Calcuta,provincial,VI,60270,Ezeiza,0,-34.8758213531443,-58.5648395364287
270,2014,0,Maternidad Ctral.  de Ezeiza Doctor  M. Rebagliatti,municipal,VI,60270,Ezeiza,0,-34.8758213531443,-58.5648395364287
271,2015,0,Hospital Zonal General de Ag. Madre T. de Calcuta,provincial,VI,60270,Ezeiza,0,-34.8758213531443,-58.5648395364287
272,2015,0,Maternidad Ctral.  de Ezeiza Doctor  M. Rebagliatti,municipal,VI,60270,Ezeiza,0,-34.8758213531443,-58.5648395364287
273,2017,1151,Hospital Zonal General de Ag. Mi Pueblo,Provincial,VI,60274,Florencio Varela,5220,-34.8778729879112,-58.2586377649204
274,2016,1013,Hospital  General de Agudos Mi Pueblo,Provincial,VI,60274,Florencio Varela,5234,-34.8778729879112,-58.2586377649204
275,2015,995,Hospital  General de Agudos Mi Pueblo,provincial,VI,60274,Florencio Varela,5744,-34.8778729879112,-58.2586377649204
276,2014,424,Hospital  General de Agudos Mi Pueblo,provincial,VI,60274,Florencio Varela,2420,-34.8778729879112,-58.2586377649204
277,2014,0,Hospital Municipal General de Agudos Mi Pueblo,municipal,VI,60274,Florencio Varela,0,-34.8778729879112,-58.2586377649204
278,2015,0,Hospital Municipal General de Agudos Mi Pueblo,municipal,VI,60274,Florencio Varela,0,-34.8778729879112,-58.2586377649204
279,2014,20,Hospital L. M. Doctor Felipe Peláez,municipal,III,60277,Florentino Ameghino,87,-34.8738967496734,-62.4013534701346
280,2016,26,Hospital L. M. Doctor Felipe Peláez,Municipal,III,60277,Florentino Ameghino,71,-34.8738967496734,-62.4013534701346
281,2015,25,Hospital L. M. Doctor Felipe Peláez,municipal,III,60277,Florentino Ameghino,94,-34.8738967496734,-62.4013534701346
282,2017,22,Hospital Local Doctor Felipe Peláez,municipal,III,60277,Florentino Ameghino,64,-34.8738967496734,-62.4013534701346
283,2016,195,Hospital Doctor Mariano Cassano,Municipal,VIII,60280,General Alvarado,339,-38.2027130466249,-58.0722485722111
284,2017,185,Hospital Municipal Doctor Mariano Cassano,municipal,VIII,60280,General Alvarado,276,-38.2027130466249,-58.0722485722111
285,2015,176,Hospital Doctor Mariano Cassano,municipal,VIII,60280,General Alvarado,299,-38.2027130466249,-58.0722485722111
286,2014,171,Hospital Doctor Mariano Cassano,municipal,VIII,60280,General Alvarado,316,-38.2027130466249,-58.0722485722111
287,2014,92,Hospital Municipal Bernardino Rivadavia,municipal,IX,60287,General Alvear,109,-36.0345220351902,-60.1333612561516
288,2015,95,Hospital Municipal Bernardino Rivadavia,municipal,IX,60287,General Alvear,107,-36.0345220351902,-60.1333612561516
289,2016,84,Hospital Municipal Bernardino Rivadavia,Municipal,IX,60287,General Alvear,98,-36.0345220351902,-60.1333612561516
290,2017,66,Hospital Municipal Bernardino Rivadavia,municipal,IX,60287,General Alvear,76,-36.0345220351902,-60.1333612561516
291,2014,76,Hospital L. M. Ignacio Pirovano,municipal,III,60294,General Arenales,86,-34.2374596713145,-61.2838006242382
292,2015,73,Hospital L. M. Ignacio Pirovano,municipal,III,60294,General Arenales,74,-34.2374596713145,-61.2838006242382
293,2016,73,Hospital L. M. Ignacio Pirovano,Municipal,III,60294,General Arenales,82,-34.2374596713145,-61.2838006242382
294,2017,73,HospitalMunicipal Doctor Ignacio Pirovano,municipal,III,60294,General Arenales,81,-34.2374596713145,-61.2838006242382
295,2014,110,Hospital Municipal Juan E. de la Fuente,municipal,XI,60301,General Belgrano,216,-35.8349745328235,-58.6980461310919
296,2017,112,Hospital Municipal Juan E. de la Fuente,municipal,XI,60301,General Belgrano,216,-35.8349745328235,-58.6980461310919
297,2015,87,Hospital Municipal Juan E. de la Fuente,municipal,XI,60301,General Belgrano,171,-35.8349745328235,-58.6980461310919
298,2016,81,Hospital Municipal Juan E. de la Fuente,Municipal,XI,60301,General Belgrano,161,-35.8349745328235,-58.6980461310919
299,2015,181,Hospital Ana B. de Guerrero,municipal,VIII,60315,General Juan Madariaga,228,-37.153213652497,-57.2307866338235
300,2014,178,Hospital Ana B. de Guerrero,municipal,VIII,60315,General Juan Madariaga,237,-37.153213652497,-57.2307866338235
301,2016,153,Hospital Ana B. de Guerrero,Municipal,VIII,60315,General Juan Madariaga,216,-37.153213652497,-57.2307866338235
302,2017,147,Hospital Municipal Ana R. S. de Martínez Guerrero,municipal,VIII,60315,General Juan Madariaga,183,-37.153213652497,-57.2307866338235
303,2014,101,Hospital Municipal M. Etchegaray,municipal,IX,60322,General la Madrid,158,-37.3557097661663,-61.3442438803068
304,2015,127,Hospital Municipal M. Etchegaray,municipal,IX,60322,General la Madrid,187,-37.3557097661663,-61.3442438803068
305,2017,95,Hospital Municipal M. Etchegaray,municipal,IX,60322,General la Madrid,151,-37.3557097661663,-61.3442438803068
306,2016,80,Hospital Municipal M. Etchegaray,Municipal,IX,60322,General la Madrid,145,-37.3557097661663,-61.3442438803068
307,2014,0,Hospital Doctor Pedro Arozarena,municipal,VII,60329,General las Heras,3,-34.9094258328137,-58.9958733938567
308,2015,0,Hospital Doctor Pedro Arozarena,municipal,VII,60329,General las Heras,4,-34.9094258328137,-58.9958733938567
309,2016,0,Hospital Local Doctor Pedro Arozarena,Municipal,VII,60329,General las Heras,4,-34.9094258328137,-58.9958733938567
310,2017,0,Hospital Municipal Doctor Pedro Arozarena,municipal,VII,60329,General las Heras,2,-34.9094258328137,-58.9958733938567
311,2014,76,Hospital Local Generalde Agudos J. Campomar,municipal,XI,60343,General Paz,131,-35.4662020729313,-58.3900057061752
312,2017,96,Hospital J. Scasso y M. Scasso de Campomar,municipal,XI,60343,General Paz,151,-35.4662020729313,-58.3900057061752
313,2016,88,Hospital Local Generalde Agudos J. Campomar,Municipal,XI,60343,General Paz,141,-35.4662020729313,-58.3900057061752
314,2015,63,Hospital Local Generalde Agudos J. Campomar,municipal,XI,60343,General Paz,117,-35.4662020729313,-58.3900057061752
315,2014,26,Hospital L. M. Doctor Alberto Videla,municipal,III,60351,General Pinto,95,-34.6683135253941,-62.0397484845501
316,2014,0,Unidad Sanitaria La Fuente Guisasola,municipal,III,60351,General Pinto,0,-34.6683135253941,-62.0397484845501
317,2015,37,Hospital L. M. Doctor Alberto Videla,municipal,III,60351,General Pinto,97,-34.6683135253941,-62.0397484845501
318,2016,22,Hospital L. M. Doctor Alberto Videla,Municipal,III,60351,General Pinto,85,-34.6683135253941,-62.0397484845501
319,2017,19,Hospital Municipal Doctor Alberto L. Videla,municipal,III,60351,General Pinto,66,-34.6683135253941,-62.0397484845501
320,2015,0,Unidad Sanitaria La Fuente Guisasola,municipal,III,60351,General Pinto,0,-34.6683135253941,-62.0397484845501
321,2015,2354,Hospital Interzonal Espec. Materno Inf.,provincial,VIII,60357,General Pueyrredón,5063,-37.9656760017008,-57.743144039076
322,2017,2181,Hospital Interzonal Esp. Mat. Infantil Don V. Tetamanti,Provincial,VIII,60357,General Pueyrredón,4623,-37.9656760017008,-57.743144039076
323,2016,1895,Hospital Interzonal Espec. Materno Inf. Don V. Tetamanti,Provincial,VIII,60357,General Pueyrredón,4290,-37.9656760017008,-57.743144039076
324,2014,2200,Hospital Interzonal Espec. Materno Inf.,provincial,VIII,60357,General Pueyrredón,5102,-37.9656760017008,-57.743144039076
325,2016,709,Hospital Zonal General de Ag. Vte. López y Planes,Provincial,VII,60364,General Rodríguez,2318,-34.6503494927057,-58.9879503249052
326,2015,684,Hospital Zonal General de Ag. Vte. López y Planes,provincial,VII,60364,General Rodríguez,2261,-34.6503494927057,-58.9879503249052
327,2017,650,Hospital Interzonal General de Ag. Vte. Lopez y Planes,Provincial,VII,60364,General Rodríguez,2103,-34.6503494927057,-58.9879503249052
328,2014,0,Hospital Zonal General de Ag. Vte. López y Planes,provincial,VII,60364,General Rodríguez,0,-34.6503494927057,-58.9879503249052
329,2015,407,Hospital Municipal Doctor D. E. Thompson,municipal,V,60371,General San Martín,1495,-34.5526490761278,-58.5643145358558
330,2016,387,Hospital Municipal Doctor D. E. Thompson,Municipal,V,60371,General San Martín,1334,-34.5526490761278,-58.5643145358558
331,2017,381,Hospital Municipal Doctor D. E. Thompson,municipal,V,60371,General San Martín,1257,-34.5526490761278,-58.5643145358558
332,2017,372,Hospital Interzonal General de Ag. Eva Perón,Provincial,V,60371,General San Martín,774,-34.5526490761278,-58.5643145358558
333,2016,355,Hospital Interzonal General de Ag. Eva Perón,Provincial,V,60371,General San Martín,780,-34.5526490761278,-58.5643145358558
334,2015,328,Hospital Interzonal General de Ag. Eva Perón,provincial,V,60371,General San Martín,840,-34.5526490761278,-58.5643145358558
335,2015,261,Hospital Zonal General de Ag. General M. Belgrano,provincial,V,60371,General San Martín,837,-34.5526490761278,-58.5643145358558
336,2017,203,Hospital Zonal General de Ag. General M. Belgrano,Provincial,V,60371,General San Martín,689,-34.5526490761278,-58.5643145358558
337,2016,196,Hospital Zonal General de Ag. General M. Belgrano,Provincial,V,60371,General San Martín,662,-34.5526490761278,-58.5643145358558
338,2014,494,Hospital Municipal Doctor D. E. Thompson,municipal,V,60371,General San Martín,1574,-34.5526490761278,-58.5643145358558
339,2014,484,Hospital Interzonal General de Ag. Eva Perón,provincial,V,60371,General San Martín,802,-34.5526490761278,-58.5643145358558
340,2014,226,Hospital Zonal General de Ag. General M. Belgrano,provincial,V,60371,General San Martín,827,-34.5526490761278,-58.5643145358558
341,2014,0,Centro de Salud Doctor L. Agote,municipal,V,60371,General San Martín,0,-34.5526490761278,-58.5643145358558
342,2015,0,Centro de Salud Doctor L. Agote,municipal,V,60371,General San Martín,0,-34.5526490761278,-58.5643145358558
343,2014,72,Hospital Subzonal de General Viamonte,municipal,III,60385,General Viamonte,105,-34.997569924782,-61.0501968347291
344,2015,72,Hospital Subzonal de General Viamonte,municipal,III,60385,General Viamonte,118,-34.997569924782,-61.0501968347291
345,2016,70,Hospital Subzonal de General Viamonte,Municipal,III,60385,General Viamonte,108,-34.997569924782,-61.0501968347291
346,2017,59,Hospital Subzonal de General Viamonte,municipal,III,60385,General Viamonte,95,-34.997569924782,-61.0501968347291
347,2015,189,Hospital Municipal de  General Villegas Ntra. Sra. Del Carmen,municipal,II,60392,General Villegas,338,-34.7687371056865,-62.9535454568402
348,2016,187,Hospital Municipal de  General Villegas Ntra. Sra. Del Carmen,Municipal,II,60392,General Villegas,299,-34.7687371056865,-62.9535454568402
349,2017,141,Hospital Municipalde General Villegas Ntra. Sra del Carmen,municipal,II,60392,General Villegas,255,-34.7687371056865,-62.9535454568402
350,2014,169,Hospital Municipal de  General Villegas Ntra. Sra. Del Carmen,municipal,II,60392,General Villegas,386,-34.7687371056865,-62.9535454568402
351,2014,56,Hospital Municipal Doctor J. Llambías,municipal,I,60399,Guaminí,74,-36.8905500665858,-62.4187740896092
352,2014,0,Hospital Municipal Casbas,municipal,I,60399,Guaminí,0,-36.8905500665858,-62.4187740896092
353,2014,0,Hospital Municipal Adolfo Alsina,municipal,I,60399,Guaminí,0,-36.8905500665858,-62.4187740896092
354,2017,38,Hospital Municipal Casbas,municipal,I,60399,Guaminí,48,-36.8905500665858,-62.4187740896092
355,2016,31,Hospital Municipal Casbas,Municipal,I,60399,Guaminí,45,-36.8905500665858,-62.4187740896092
356,2015,25,Hospital Municipal Doctor J. Llambías,municipal,I,60399,Guaminí,43,-36.8905500665858,-62.4187740896092
357,2016,18,Hospital Municipal Doctor J. Llambías,Municipal,I,60399,Guaminí,20,-36.8905500665858,-62.4187740896092
358,2017,18,Hospital Municipal Doctor J. Llambías,municipal,I,60399,Guaminí,23,-36.8905500665858,-62.4187740896092
359,2015,14,Hospital Municipal Casbas,municipal,I,60399,Guaminí,16,-36.8905500665858,-62.4187740896092
360,2015,0,Hospital Municipal Adolfo Alsina,municipal,I,60399,Guaminí,0,-36.8905500665858,-62.4187740896092
361,2014,57,Hospital Municipal Doctor Saverio Mateo Galvagni,municipal,II,60406,Hipólito Yrigoyen,89,-36.2593312232241,-61.6600936665535
362,2015,73,Hospital Municipal Doctor Saverio Mateo Galvagni,municipal,II,60406,Hipólito Yrigoyen,109,-36.2593312232241,-61.6600936665535
363,2016,73,Hospital Municipal Doctor Saverio Mateo Galvagni,Municipal,II,60406,Hipólito Yrigoyen,97,-36.2593312232241,-61.6600936665535
364,2017,53,Hospital Municipal Doctor S. M. Galvagni,municipal,II,60406,Hipólito Yrigoyen,71,-36.2593312232241,-61.6600936665535
365,2016,557,Hospital Atenc. Prim. San Bernardino,Municipal,VII,60408,Hurlingham,1182,-34.5992140053733,-58.6496943606349
366,2017,430,Hospital Municipal San Bernardino de Siena,municipal,VII,60408,Hurlingham,929,-34.5992140053733,-58.6496943606349
367,2015,248,Hospital Atenc. Prim.  San Bernardino,municipal,VII,60408,Hurlingham,569,-34.5992140053733,-58.6496943606349
368,2014,451,Hospital Atenc. Prim.  San Bernardino,municipal,VII,60408,Hurlingham,1127,-34.5992140053733,-58.6496943606349
369,2014,0,Hospital Atenc. Prim. Ituzaingó,municipal,VII,60410,Ituzaingó,1,-34.6360018167543,-58.6887583352667
370,2015,0,Hospital Atenc. Prim. Ituzaingó,municipal,VII,60410,Ituzaingó,0,-34.6360018167543,-58.6887583352667
371,2016,0,Hospital Atenc. Prim. Ituzaingó,Municipal,VII,60410,Ituzaingó,1,-34.6360018167543,-58.6887583352667
372,2017,0,Hospital Atenc. Médica Prim. de Ituzaingó,municipal,VII,60410,Ituzaingó,1,-34.6360018167543,-58.6887583352667
373,2015,914,Hospital Zonal Gob. D. Mercante,provincial,V,60412,José C. Paz,4067,-34.5118758903445,-58.7776710941743
374,2016,881,Hospital Zonal Gob. D. Mercante,Provincial,V,60412,José C. Paz,3416,-34.5118758903445,-58.7776710941743
375,2017,596,Hospital Zonal de Ag. Gob. Domingo Mercante,Provincial,V,60412,José C. Paz,2698,-34.5118758903445,-58.7776710941743
376,2014,965,Hospital Zonal Gob. D. Mercante,provincial,V,60412,José C. Paz,4304,-34.5118758903445,-58.7776710941743
377,2014,0,UPA 15,provincial,V,60412,José C. Paz,0,-34.5118758903445,-58.7776710941743
378,2014,0,Centro Asistencial Sol y Verde,municipal,V,60412,José C. Paz,1,-34.5118758903445,-58.7776710941743
379,2014,0,Centro Asistencial Las Heras,municipal,V,60412,José C. Paz,0,-34.5118758903445,-58.7776710941743
380,2015,0,UPA 15,provincial,V,60412,José C. Paz,2,-34.5118758903445,-58.7776710941743
381,2015,0,Centro Asistencial Sol y Verde,municipal,V,60412,José C. Paz,0,-34.5118758903445,-58.7776710941743
382,2015,0,Centro Asistencial Las Heras,municipal,V,60412,José C. Paz,1,-34.5118758903445,-58.7776710941743
383,2016,0,UPA 15,Provincial,V,60412,José C. Paz,1,-34.5118758903445,-58.7776710941743
384,2015,351,Hospital Zonal General de Ag. A. Piñeyro,provincial,III,60413,Junín,707,-34.546128336039,-61.0054940705488
385,2016,319,Hospital Zonal General de Ag. A. Piñeyro,Provincial,III,60413,Junín,674,-34.546128336039,-61.0054940705488
386,2017,316,Hospital Interzonal General de Ag. Abraham Piñeyro,Provincial,III,60413,Junín,676,-34.546128336039,-61.0054940705488
387,2014,281,Hospital Zonal General de Ag. A. Piñeyro,provincial,III,60413,Junín,675,-34.546128336039,-61.0054940705488
388,2016,452,Hospital Municipal Carlos F. Macias,Municipal,VIII,60420,La Costa,1040,-36.6782018340746,-56.7189105106819
389,2015,438,Hospital Municipal Carlos F. Macias,municipal,VIII,60420,La Costa,1040,-36.6782018340746,-56.7189105106819
390,2017,438,Hospital Municipal Carlos F. Macías,municipal,VIII,60420,La Costa,1038,-36.6782018340746,-56.7189105106819
391,2014,406,Hospital Municipal Carlos F. Macias,municipal,VIII,60420,La Costa,938,-36.6782018340746,-56.7189105106819
392,2014,0,Hospital Local General de Agudos,municipal,VIII,60420,La Costa,0,-36.6782018340746,-56.7189105106819
393,2014,0,Unidad Sanitaria Las Toninas,municipal,VIII,60420,La Costa,0,-36.6782018340746,-56.7189105106819
394,2014,0,Unidad Sanitaria Santa Teresita,municipal,VIII,60420,La Costa,0,-36.6782018340746,-56.7189105106819
395,2015,0,Hospital Local General de Agudos,municipal,VIII,60420,La Costa,1,-36.6782018340746,-56.7189105106819
396,2015,0,Unidad Sanitaria Las Toninas,municipal,VIII,60420,La Costa,0,-36.6782018340746,-56.7189105106819
397,2015,0,Unidad Sanitaria Santa Teresita,municipal,VIII,60420,La Costa,0,-36.6782018340746,-56.7189105106819
398,2017,965,Hospital Interzonal General de Ag. Doctor Paroissien,Provincial,XII,60427,La Matanza,2476,-34.7701647288425,-58.625448693896
399,2017,794,Hospital Local Materno Infantil Dra. Germani,municipal,XII,60427,La Matanza,2597,-34.7701647288425,-58.625448693896
400,2016,755,Hospital Materno Infantil Doctor J. Equiza,Municipal,XII,60427,La Matanza,1796,-34.7701647288425,-58.625448693896
401,2016,735,Hospital Zonal General de Ag. Doctor Paroissien,Provincial,XII,60427,La Matanza,2003,-34.7701647288425,-58.625448693896
402,2017,631,Hospital Materno Infantil Doctor J. Equiza,municipal,XII,60427,La Matanza,1436,-34.7701647288425,-58.625448693896
403,2015,630,Hospital Materno Infantil Doctor J. Equiza,municipal,XII,60427,La Matanza,1472,-34.7701647288425,-58.625448693896
404,2016,625,Hospital Local Materno Infantil Dra. Germani,Municipal,XII,60427,La Matanza,1838,-34.7701647288425,-58.625448693896
405,2015,559,Hospital Zonal General de Ag. Doctor Paroissien,provincial,XII,60427,La Matanza,1708,-34.7701647288425,-58.625448693896
406,2015,536,Hospital Zonal de Ag. de González Catán Km. 32,provincial,XII,60427,La Matanza,2307,-34.7701647288425,-58.625448693896
407,2016,490,Hospital Zonal de Ag. de González Catán Km. 32,Provincial,XII,60427,La Matanza,2196,-34.7701647288425,-58.625448693896
408,2017,427,Hospital Zonal de Ag. de González Catán Km.32,Provincial,XII,60427,La Matanza,1911,-34.7701647288425,-58.625448693896
409,2015,392,Hospital Local Materno Infantil Dra. Germani,municipal,XII,60427,La Matanza,1353,-34.7701647288425,-58.625448693896
410,2017,327,Policlínico Central,municipal,XII,60427,La Matanza,463,-34.7701647288425,-58.625448693896
411,2016,316,Hospital Zonal General de Agudos Doctor Alberto Balestrini,Provincial,XII,60427,La Matanza,2005,-34.7701647288425,-58.625448693896
412,2017,316,Hospital Zonal General de Agudos Doctor Alberto Balestrini,Provincial,XII,60427,La Matanza,1756,-34.7701647288425,-58.625448693896
413,2015,304,Hospital Zonal General de Agudos Doctor Alberto Balestrini,provincial,XII,60427,La Matanza,1962,-34.7701647288425,-58.625448693896
414,2015,291,Policlínico Central San Justo,municipal,XII,60427,La Matanza,343,-34.7701647288425,-58.625448693896
415,2016,275,Policlínico Central San Justo,Municipal,XII,60427,La Matanza,368,-34.7701647288425,-58.625448693896
416,2014,528,Hospital Zonal General de Ag. Doctor Paroissien,provincial,XII,60427,La Matanza,1648,-34.7701647288425,-58.625448693896
417,2014,499,Hospital Zonal de Ag. de González Catán Km. 32,provincial,XII,60427,La Matanza,2424,-34.7701647288425,-58.625448693896
418,2014,446,Hospital Materno Infantil Doctor J. Equiza,municipal,XII,60427,La Matanza,1304,-34.7701647288425,-58.625448693896
419,2014,356,Hospital Local Materno Infantil Dra. Germani,municipal,XII,60427,La Matanza,1407,-34.7701647288425,-58.625448693896
420,2014,208,Policlínico Central San Justo,municipal,XII,60427,La Matanza,312,-34.7701647288425,-58.625448693896
421,2014,132,Hospital Zonal General de Agudos Doctor Alberto Balestrini,provincial,XII,60427,La Matanza,963,-34.7701647288425,-58.625448693896
422,2014,0,UPA 18,provincial,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
423,2014,0,Unidad Sanitaria Doctor Roca,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
424,2014,0,Unidad Sanitaria Doctor A. Sakamoto,municipal,XII,60427,La Matanza,3,-34.7701647288425,-58.625448693896
425,2014,0,Unidad Sanitaria Doctor Eizaguirre,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
426,2014,0,Unidad Sanitaria N° 19,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
427,2014,0,Unidad Sanitaria Puerto Argentino,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
428,2014,0,Unidad Sanitaria Giovinazzo,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
429,2014,0,Unidad de Salud F. Caputto,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
430,2014,0,Unidad Sanitaria Ezcurra,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
431,2014,0,Unidad Sanitaria Doctor Ramon Carrillo,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
432,2015,0,UPA 18,provincial,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
433,2015,0,Unidad Sanitaria Doctor Roca,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
434,2015,0,Unidad Sanitaria Doctor A. Sakamoto,municipal,XII,60427,La Matanza,1,-34.7701647288425,-58.625448693896
435,2015,0,Unidad Sanitaria Doctor Eizaguirre,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
436,2015,0,Unidad Sanitaria N° 19,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
437,2015,0,Unidad Sanitaria Puerto Argentino,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
438,2015,0,Unidad Sanitaria Giovinazzo,municipal,XII,60427,La Matanza,0,-34.7701647288425,-58.625448693896
